Prompt Answer Id|Prompt Id|Answer|Courage Modifier|Diligence Modifier|Knowledge Modifier|Understanding Modifier|Expression Modifier|Courage Rank Requirement|Diligence Rank Requirement|Knowledge Rank Requirement|Understanding Rank Requirement|Expression Rank Requirement
A3-18S0402FR|FR-18S0402|"You’re not the only one."|2|0|0|0|0|4|0|0|0|0
A1-18S0501FR|FR-18S0501|"Yes, there is."|0|0|0|0|0|0|0|0|0|0
A2-18S0501FR|FR-18S0501|"No,  there isn’t."|0|0|0|0|0|0|0|0|0|0
A3-18S0501FR|FR-18S0501|"Not that I know of…"|0|0|0|0|0|0|0|0|0|0
A1-18S0502FR|FR-18S0502|"Just ignore them."|0|0|0|0|0|0|0|0|0|0
A2-18S0502FR|FR-18S0502|"Put some effort into it."|0|0|0|0|0|0|0|0|0|0
A3-18S0502FR|FR-18S0502|"Leave it to me."|0|0|0|0|0|0|0|0|0|0
A1-18S0503FR|FR-18S0503|"It’s not like you."|0|0|0|0|0|0|0|0|0|0
A2-18S0503FR|FR-18S0503|"I don’t mind."|0|0|0|2|0|0|0|0|0|0
A1-18S0601FR|FR-18S0601|"Were they a pain in the ass?"|0|0|0|0|0|0|0|0|0|0
A2-18S0601FR|FR-18S0601|"Didn’t you join in?"|0|0|0|0|0|0|0|0|0|0
A1-18S0602FR|FR-18S0602|"You’re just at that age."|0|0|0|0|0|0|0|0|0|0
A2-18S0602FR|FR-18S0602|"That’s not true."|0|0|0|0|0|0|0|0|0|0
A1-18S0603FR|FR-18S0603|"Of course."|0|0|0|0|0|0|0|0|0|0
A2-18S0603FR|FR-18S0603|"That’s just one reason."|0|0|0|0|0|0|0|0|0|0
A3-18S0603FR|FR-18S0603|"That’s not it."|0|0|0|0|0|0|0|0|0|0
A1-18S0701FR|FR-18S0701|"Work hard, and you can be."|0|0|0|0|0|0|0|0|0|0
A2-18S0701FR|FR-18S0701|"You already are one."|0|0|0|0|0|0|0|0|0|0
A3-18S0701FR|FR-18S0701|"Just give up now."|0|0|0|0|0|0|0|0|0|0
A1-18S0702FR|FR-18S0702|"The other  day at school…"|0|0|0|0|0|0|0|0|0|0
A2-18S0702FR|FR-18S0702|"About the murders…"|0|0|0|0|0|0|0|0|0|0
A3-18S0702FR|FR-18S0702|"What I like in a girl is…"|2|0|0|0|0|0|0|0|0|0
A1-18S0801FR|FR-18S0801|"I do."|0|0|0|0|0|0|0|0|0|0
A2-18S0801FR|FR-18S0801|"Nope."|0|0|0|0|0|0|0|0|0|0
A3-18S0801FR|FR-18S0801|"This guy."|0|0|0|0|0|0|0|0|0|0
A1-18S0802FR|FR-18S0802|"You must be tired."|0|0|0|0|0|0|0|0|0|0
A2-18S0802FR|FR-18S0802|"You must be possessed."|0|0|0|0|0|0|0|0|0|0
A1-18S0803FR|FR-18S0803|Ask him what he’s worried about|0|0|0|0|0|0|0|0|0|0
A2-18S0803FR|FR-18S0803|Cheer him up|0|0|0|0|0|0|0|0|0|5
A3-18S0803FR|FR-18S0803|Leave him alone|0|0|0|0|0|0|0|0|0|0
A1-18S0901FR|FR-18S0901|"Happy birthday."|0|0|0|0|0|0|0|0|0|0
A2-18S0901FR|FR-18S0901|"Don’t forget next time."|0|0|0|0|0|0|0|0|0|0
A1-18S0902FR|FR-18S0902|Have a grand celebration|0|0|0|0|0|0|0|0|0|0
A2-18S0902FR|FR-18S0902|Have a modest celebration|0|0|0|0|0|0|0|0|0|0
A1-18S0903FR|FR-18S0903|Cake|0|0|0|0|0|0|0|0|0|0
A2-18S0903FR|FR-18S0903|Presents|0|0|0|0|0|0|0|0|0|0
A3-18S0903FR|FR-18S0903|Guests|0|0|0|0|0|0|0|0|0|0
A1-18S0904FR|FR-18S0904|Junes|0|0|0|0|0|0|0|0|0|0
A1-18S0905FR|FR-18S0905|Soothe him|0|0|0|0|0|0|0|0|0|0
A2-18S0905FR|FR-18S0905|Wait for him to calm down|0|0|0|0|0|0|0|0|0|0
A1-18S0906FR|FR-18S0906|Comfort him|0|0|0|0|0|0|0|0|0|0
A2-18S0906FR|FR-18S0906|Kindly reason with him|0|0|0|0|0|0|0|0|0|0
A3-18S0906FR|FR-18S0906|Sternly scold him|0|0|0|0|0|0|0|0|0|0
A1-18S1001FR|FR-18S1001|"I am proud of you."|0|0|0|0|0|0|0|0|0|0
A2-18S1001FR|FR-18S1001|"No, it’s all you."|0|0|0|0|0|0|0|0|0|0
A1-20S0101FR|FR-20S0101|Accept the invitation|0|0|0|0|0|0|0|0|0|0
A2-20S0101FR|FR-20S0101|Refuse|0|0|0|0|0|0|0|0|0|0
A1-20S0102FR|FR-20S0102|"Well… it’s fun if only done occasionally."|0|0|0|0|0|0|0|0|0|0
A2-20S0102FR|FR-20S0102|"Skipping school is not good."|0|0|0|0|0|0|0|0|0|0
A1-20S0103FR|FR-20S0103|"This is boring…"|0|0|0|0|0|0|0|0|0|0
A2-20S0103FR|FR-20S0103|"Alright, I’ll come."|0|0|0|0|0|0|0|0|0|0
A1-20S0104FR|FR-20S0104|"Got money to burn?"|0|0|0|0|0|0|0|0|0|0
A2-20S0104FR|FR-20S0104|"...Whose card is that?"|0|0|0|0|0|0|0|0|0|0
A1-20S0201FR|FR-20S0201|"Why do you buy so much?"|0|0|0|0|0|0|0|0|0|0
A2-20S0201FR|FR-20S0201|"We’ll have to come back."|0|0|0|0|0|0|0|0|0|0
A3-20S0201FR|FR-20S0201|"Stop complaining."|0|0|0|0|0|0|0|0|0|0
A1-20S0202FR|FR-20S0202|"Sure."|0|0|0|0|0|0|0|0|0|0
A2-20S0202FR|FR-20S0202|"Buy it yourself."|0|0|0|0|0|0|0|0|0|0
A3-20S0202FR|FR-20S0202|"Let’s split one."|0|0|0|0|0|0|0|0|0|0
A1-20S0203FR|FR-20S0203|"Sounds like a good idea."|0|0|0|0|0|0|0|0|0|0
A2-20S0203FR|FR-20S0203|"That’d be kind of boring."|0|0|0|0|0|0|0|0|0|0
A1-20S0301FR|FR-20S0301|"Come shopping with me."|0|0|0|0|0|0|0|0|0|0
A2-20S0301FR|FR-20S0301|"Let’s just chill."|0|0|0|0|0|0|0|0|0|0
A3-20S0301FR|FR-20S0301|"Why are we here again…?"|0|0|0|0|0|0|0|0|0|0
A1-20S0302FR|FR-20S0302|"I appreciate it."|0|0|0|0|0|0|0|0|0|0
A2-20S0302FR|FR-20S0302|"Not exactly…"|0|0|0|0|0|0|0|0|0|0
A1-20S0303FR|FR-20S0303|"Can’t you be nice?"|0|0|0|0|0|0|0|0|0|0
A2-20S0303FR|FR-20S0303|"You coulda talked to him…"|0|0|0|0|0|0|0|0|0|0
A3-20S0303FR|FR-20S0303|"That was downright cruel…"|0|0|0|0|0|0|0|0|0|0
A4-20S0303FR|FR-20S0303|"Are looks everything?"|0|0|0|0|0|0|0|0|0|0
A1-20S0401FR|FR-20S0401|Stop them|0|0|0|0|0|0|0|0|0|0
A2-20S0401FR|FR-20S0401|Ignore them|0|0|0|0|0|0|0|0|0|0
A1-20S0402FR|FR-20S0402|"…Did you hear them?"|0|0|0|0|0|0|0|0|0|0
A2-20S0402FR|FR-20S0402|"Hey, let’s go."|0|0|0|0|0|0|0|0|0|0
A1-20S0501FR|FR-20S0501|"What are you talking about?"|0|0|0|0|0|0|0|0|0|0
A2-20S0501FR|FR-20S0501|"You’re welcome."|0|0|0|0|0|0|0|0|0|0
A3-20S0501FR|FR-20S0501|"I didn’t do much."|0|0|0|0|0|0|0|0|0|0
A1-20S0502FR|FR-20S0502|"He probably does."|0|0|0|0|0|0|0|0|0|0
A2-20S0502FR|FR-20S0502|"Have a little confidence."|0|0|0|0|0|0|0|0|0|0
A3-20S0502FR|FR-20S0502|"I wouldn’t know."|0|0|0|0|0|0|0|0|0|0
A4-20S0502FR|FR-20S0502|"… …"|0|0|0|0|0|0|0|0|0|0
A1-20S0503FR|FR-20S0503|"No problem."|0|0|0|0|0|0|0|0|0|0
A2-20S0503FR|FR-20S0503|"Not gonna happen!"|0|0|0|0|0|0|0|0|0|0
A1-20S0601FR|FR-20S0601|"Try to calm down."|0|0|0|0|0|0|0|0|0|0
A2-20S0601FR|FR-20S0601|"Come over here…"|0|0|0|0|0|0|0|0|0|0
A3-20S0601FR|FR-20S0601|"I’ll hear you out."|0|0|0|0|0|0|0|0|0|0
A1-20S0602FR|FR-20S0602|"You’re still young."|0|0|0|0|0|0|0|0|0|0
A2-20S0602FR|FR-20S0602|"He just doesn’t know you."|0|0|0|0|0|0|0|0|0|0
A3-20S0602FR|FR-20S0602|"I’ll yell at him later."|0|0|0|0|0|0|0|0|0|0
A1-20S0603FR|FR-20S0603|"I’ll be your boyfriend."|0|0|0|0|0|0|0|0|0|0
A2-20S0603FR|FR-20S0603|"… …"|0|0|0|0|0|0|0|0|0|0
A1-20S0604FR|FR-20S0604|"I don’t really care."|0|0|0|0|0|0|0|0|0|0
A2-20S0604LV|FR-20S0604|"Should think about it."|0|0|0|0|0|0|0|0|0|0
A1-20S0701LV|LV-20S0701|"I don’t mind."|0|0|0|0|0|0|0|0|0|0
A2-20S0701LV|LV-20S0701|"About time you said it."|0|0|0|0|0|0|0|0|0|0
A1-20S0702LV|LV-20S0702|"Because we’re friends."|0|0|0|0|0|0|0|0|0|0
A2-20S0702LV|LV-20S0702|"You have a crush on me."|0|0|0|0|0|0|0|0|0|0
A3-20S0702LV|LV-20S0702|"Because I’m special to you."|0|0|0|0|0|0|0|0|0|0
A1-20S0801LV|LV-20S0801|"Happens all the time."|0|0|0|0|0|0|0|0|0|0
A2-20S0801LV|LV-20S0801|"You can be so cruel."|0|0|0|0|0|0|0|0|0|0
A3-20S0801LV|LV-20S0801|"Are you okay with that?"|0|0|0|0|0|0|0|0|0|0
A1-20S0901LV|LV-20S0901|Help her|0|0|0|0|0|0|0|0|0|0
A2-20S0901LV|LV-20S0901|See what happens|0|0|0|0|0|0|0|0|0|0
A1-20S0902LV|LV-20S0902|"Thank you."|0|0|0|0|0|0|0|0|0|0
A2-20S0902LV|LV-20S0902|"Are you all right?"|0|0|0|0|0|0|0|0|0|0
A3-20S0902LV|LV-20S0902|"That was reckless of you."|0|0|0|0|0|0|0|0|0|0
A1-20S1001LV|LV-20S1001|Accept it|0|0|0|0|0|0|0|0|0|0
A2-20S1001LV|LV-20S1001|Reject her|0|0|0|0|0|0|0|0|0|0
A1-20S0701FR|FR-20S0701|"Cute clothes."|0|0|0|0|0|0|0|0|0|0
A2-20S0701FR|FR-20S0701|"Sexy clothes."|0|0|0|0|0|0|0|0|0|0
A3-20S0701FR|FR-20S0701|"Casual clothes."|0|0|0|0|0|0|0|0|0|0
A1-20S0702FR|FR-20S0702|"Yep."|0|0|0|0|0|0|0|0|0|0
A2-20S0702FR|FR-20S0702|"We are?"|0|0|0|0|0|0|0|0|0|0
A1-20S0703FR|FR-20S0703|"Of course you are."|0|0|0|0|0|0|0|0|0|0
A2-20S0703FR|FR-20S0703|"Not really."|0|0|0|0|0|0|0|0|0|0
A3-20S0703FR|FR-20S0703|"What’s wrong."|0|0|0|0|0|0|0|0|0|0
A1-20S0801FR|FR-20S0801|"Of course."|0|0|0|0|0|0|0|0|0|0
A2-20S0801FR|FR-20S0801|"What’s wrong?"|0|0|0|0|0|0|0|0|0|0
A1-20S0802FR|FR-20S0802|"Naturally…"|0|0|0|0|0|0|0|0|0|0
A2-20S0802FR|FR-20S0802|"Do I really have to say it?"|0|0|0|0|0|0|0|0|0|0
A1-20S0901FR|FR-20S0901|"Why?"|0|0|0|0|0|0|0|0|0|0
A2-20S0901FR|FR-20S0901|"I don’t want that."|0|0|0|0|0|0|0|0|0|0
A3-20S0901FR|FR-20S0901|"You’re being selfish."|0|0|0|0|0|0|0|0|0|0
A1-20S0902FR|FR-20S0902|"That’s not true."|0|0|0|0|0|0|0|0|0|0
A2-20S0902FR|FR-20S0902|"Then let’s find your value."|0|0|0|0|0|0|0|0|0|0
A3-20S0902FR|FR-20S0902|"You decide your own worth."|0|0|0|0|0|0|0|0|0|0
A1-20S0903FR|FR-20S0903|"I’m not going anywhere."|0|0|0|0|0|0|0|0|0|0
A2-20S0903FR|FR-20S0903|"Well, that could happen…"|0|0|0|0|0|0|0|0|0|0
A3-20S0903FR|FR-20S0903|"You can’t live in fear."|0|0|0|0|0|0|0|0|0|0
A1-20S0904FR|FR-20S0904|"Sure."|0|0|0|0|0|0|0|0|0|0
A2-20S0904FR|FR-20S0904|"I knew the whole time."|0|0|0|0|0|0|0|0|0|0
A3-20S0904FR|FR-20S0904|"We need time apart."|0|0|0|0|0|0|0|0|0|0
A1-20S1001FR|FR-20S1001|"Of course I will."|0|0|0|0|0|0|0|0|0|0
A2-20S1001FR|FR-20S1001|"I’ll do my best…"|0|0|0|0|0|0|0|0|0|0
A3-20S1001FR|FR-20S1001|"You’re strong enough now."|0|0|0|0|0|0|0|0|0|0
A1-21S0101FR|FR-21S0101|"Ahhh…"|0|0|0|0|0|0|0|0|0|0
A2-21S0101FR|FR-21S0101|"Argh!"|0|0|0|0|0|0|0|0|0|0
A3-21S0101FR|FR-21S0101|"… …"|0|0|0|0|0|0|0|0|0|0
A1-21S0102FR|FR-21S0102|"Okay."|0|0|0|0|0|0|0|0|0|0
A2-21S0102FR|FR-21S0102|"Yes, Ma’am!"|0|0|0|0|0|0|0|0|0|0
A3-21S0102FR|FR-21S0102|"I want to quit."|0|0|0|0|0|0|0|0|0|0
A1-21S0201FR|FR-21S0201|"What tempts me is not…"|0|0|0|0|0|0|0|0|0|0
A2-21S0201FR|FR-21S0201|"What craze me is not…"|0|0|0|0|0|0|0|0|0|0
A3-21S0201FR|FR-21S0201|"What taunts me is not…"|0|0|0|0|0|0|0|0|0|0
A1-21S0202FR|FR-21S0202|"The light of the moon…"|0|0|0|0|0|0|0|0|0|0
A2-21S0202FR|FR-21S0202|"The light of the star…"|0|0|0|0|0|0|0|0|0|0
A3-21S0202FR|FR-21S0202|"The light in the sea…"|0|0|0|0|0|0|0|0|0|0
A1-21S0203FR|FR-21S0203|"I’ll give it my all!"|0|0|0|0|0|0|0|0|0|0
A2-21S0203FR|FR-21S0203|"I’m not in the mood."|0|0|0|0|0|0|0|0|0|0
A1-21S0301FR|FR-21S0301|"Hurry, go see her."|0|0|0|0|0|0|0|0|0|0
A2-21S0301FR|FR-21S0301|"Want me to come with you?"|0|0|0|0|0|0|0|0|0|0
A1-21S0302FR|FR-21S0302|"Yea, I heard."|0|0|0|0|0|0|0|0|0|0
A2-21S0302FR|FR-21S0302|"What are you talking about?"|0|0|0|0|0|0|0|0|0|0
A1-21S0303FR|FR-21S0303|Comfort her|0|0|0|0|0|0|0|0|0|0
A2-21S0303FR|FR-21S0303|Don’t say anything|0|0|0|0|0|0|0|0|0|0
A1-21S0401FR|FR-21S0401|"Yeah."|0|0|0|0|0|0|0|0|0|0
A2-21S0401FR|FR-21S0401|"No."|0|0|0|0|0|0|0|0|0|0
A3-21S0401FR|FR-21S0401|"It was how you said it."|0|0|0|0|0|0|0|0|0|0
A1-21S0402FR|FR-21S0402|"Is something wrong?"|0|0|0|0|0|0|0|0|0|0
A2-21S0402FR|FR-21S0402|"Your family will be worried?"|0|0|0|0|0|0|0|0|0|0
A3-21S0402FR|FR-21S0402|"I’ll help."|0|0|0|0|0|0|0|0|0|0
A1-21S0403FR|FR-21S0403|"Okay."|0|0|0|0|0|0|0|0|0|0
A2-21S0403FR|FR-21S0403|"I can’t forget."|0|0|0|0|0|0|0|0|0|0
A1-21S0501FR|FR-21S0501|"I was worried about you."|0|0|0|0|0|0|0|0|0|0
A2-21S0501FR|FR-21S0501|"Just passing by."|0|0|0|0|0|0|0|0|0|0
A3-21S0501FR|FR-21S0501|"I got hurt."|0|0|0|0|0|0|0|0|0|0
A1-21S0502FR|FR-21S0502|"It must’ve been tough."|0|0|0|0|0|0|0|0|0|0
A2-21S0502FR|FR-21S0502|"She’s your parent."|0|0|0|0|0|0|0|0|0|0
A3-21S0502FR|FR-21S0502|"You should support her."|0|0|0|0|0|0|0|0|0|0
A1-21S0503FR|FR-21S0503|"It can’t be helped."|0|0|0|0|0|0|0|0|0|0
A2-21S0503FR|FR-21S0503|"Stop acting like a child."|0|0|0|0|0|0|0|0|0|0
A3-21S0503FR|FR-21S0503|"Take care of yourself, too."|0|0|0|0|0|0|0|0|0|0
A1-21S0504FR|FR-21S0504|"Yes I do."|0|0|0|0|0|0|0|0|0|0
A2-21S0504FR|FR-21S0504|"That’s right I don’t."|0|0|0|0|0|0|0|0|0|0
A1-21S0601FR|FR-21S0601|"Did you make up with him?"|0|0|0|0|0|0|0|0|0|0
A2-21S0601FR|FR-21S0601|"Are you taking care of him?"|0|0|0|0|0|0|0|0|0|0
A3-21S0601FR|FR-21S0601|"How is your mother?"|0|0|0|0|0|0|0|0|0|0
A1-21S0602FR|FR-21S0602|"It’s just bad luck."|0|0|0|0|0|0|0|0|0|0
A2-21S0602FR|FR-21S0602|"It’s your fault."|0|0|0|0|0|0|0|0|0|0
A3-21S0602FR|FR-21S0602|"You’re not the only one."|0|0|0|0|0|0|0|0|0|0
A1-21S0701FR|FR-21S0701|"He’s a great father."|0|0|0|0|0|0|0|0|0|0
A2-21S0701FR|FR-21S0701|"He’s a kind father."|0|0|0|0|0|0|0|0|0|0
A3-21S0701FR|FR-21S0701|"He’s a stupid father."|0|0|0|0|0|0|0|0|0|0
A1-21S0801FR|FR-21S0801|Gently encourage her|0|0|0|0|0|0|0|0|0|0
A2-21S0801FR|FR-21S0801|Cry together|0|0|0|0|0|0|0|0|0|0
A3-21S0801FR|FR-21S0801|Remain silent|0|0|0|0|0|0|0|0|0|0
A1-21S0901FR|FR-21S0901|"What’s wrong?"|0|0|0|0|0|0|0|0|0|0
A2-21S0901FR|FR-21S0901|"It’s already over."|0|0|0|0|0|0|0|0|0|0
A3-21S0901FR|FR-21S0901|"Let’s leave."|0|0|0|0|0|0|0|0|0|0
A1-21S0902FR|FR-21S0902|Gently say her name|0|0|0|0|0|0|0|0|0|0
A2-21S0902FR|FR-21S0902|Embrace her|0|0|0|0|0|0|0|0|0|0
A3-21S0902FR|FR-21S0902|Remain silent|0|0|0|0|0|0|0|0|0|0
A1-21S0903FR|FR-21S0903|"Think about it slowly."|0|0|0|0|0|0|0|0|0|0
A2-21S0903FR|FR-21S0903|"You’re always cheerful."|0|0|0|0|0|0|0|0|0|0
A3-21S0903FR|FR-21S0903|"The things that can be done."|0|0|0|0|0|0|0|0|0|0
A1-21S1001LV|FR-21S1001|Hug her|0|0|0|0|0|0|0|0|0|0
A2-21S1001FR|FR-21S1001|Leave|0|0|0|0|0|0|0|0|0|0
A1-21S1002LV|LV-21S1002|"Is it?"|0|0|0|0|0|0|0|0|0|0
A2-21S1002LV|LV-21S1002|"What’d you imagine?"|0|0|0|0|0|0|0|0|0|0
A3-21S1002LV|LV-21S1002|"I haven’t even begun."|0|0|0|0|0|0|0|0|0|0
A1-22S0101FR|FR-22S0101|"I play all the time."|0|0|0|0|0|0|0|0|0|0
A2-22S0101FR|FR-22S0101|"Some…"|0|0|0|0|0|0|0|0|0|0
A3-22S0101FR|FR-22S0101|"Never played in my life."|0|0|0|0|0|0|0|0|0|0
A1-22S0102FR|FR-22S0102|"Where does the club play?"|0|0|0|0|0|0|0|0|0|0
A2-22S0102FR|FR-22S0102|"Is there any drama here?"|0|0|0|0|0|0|0|0|0|0
A3-22S0102FR|FR-22S0102|"Do you have a boyfriend?"|0|0|0|0|0|0|0|0|0|0
A1-22S0103FR|FR-22S0103|Help out|0|0|0|2|0|0|0|0|0|0
A2-22S0103FR|FR-22S0103|Watch|0|0|0|0|0|0|0|0|0|0
A1-22S0201FR|FR-22S0201|"Effort is what matters."|0|0|0|0|0|0|0|0|0|0
A2-22S0201FR|FR-22S0201|"You do have talent."|0|0|0|0|0|0|0|0|0|0
A3-22S0201FR|FR-22S0201|"Maybe you should give up."|2|0|0|0|0|0|0|0|0|0
A1-22S0202FR|FR-22S0202|Help out|0|0|0|2|0|0|0|0|0|0
A2-22S0202FR|FR-22S0202|Watch|0|0|0|0|0|0|0|0|3|0
A1-22S0301FR|FR-22S0301|"You want me to help?"|0|0|0|0|0|0|0|0|0|0
A2-22S0301FR|FR-22S0301|"Forget about it today."|0|0|0|0|0|0|0|0|0|0
A1-22S0302FR|FR-22S0302|"You don’t want to go?"|0|0|0|0|0|0|0|0|0|0
A2-22S0302FR|FR-22S0302|"They won’t let you go?"|0|0|0|0|0|0|0|0|0|0
A1-22S0303FR|FR-22S0303|"That’s a great attitude."|0|0|0|0|0|0|0|0|0|0
A2-22S0303FR|FR-22S0303|"Is that what you want?"|0|0|0|0|0|0|0|0|0|0
A1-22S0401FR|FR-22S0401|"Can you practice at home?"|0|0|0|0|0|0|0|0|0|0
A2-22S0401FR|FR-22S0401|"Can it wait until tomorrow?"|0|0|0|0|0|0|0|0|0|0
A3-22S0401FR|FR-22S0401|"Why don’t you give up?"|0|0|0|0|0|3|0|0|0|0
A1-22S0402FR|FR-22S0402|"Outside?"|0|0|0|0|0|0|0|0|0|0
A2-22S0402FR|FR-22S0402|"Want me to help out?"|0|0|0|0|0|0|0|0|0|0
A3-22S0402FR|FR-22S0402|"Alright, follow me."|0|0|0|0|0|3|0|0|0|0
A1-22S0403FR|FR-22S0403|"Yep."|0|0|0|0|0|0|0|0|0|0
A2-22S0403FR|FR-22S0403|"No, you’re not."|0|0|0|0|0|0|0|0|0|0
A3-22S0403FR|FR-22S0403|"Just hang in there."|0|2|0|0|0|0|0|0|0|0
A1-22S0501FR|FR-22S0501|Talk to her|0|0|0|0|0|0|0|0|0|0
A2-22S0501FR|FR-22S0501|Leave her alone|0|0|0|0|0|0|0|0|0|0
A1-22S0502FR|FR-22S0502|"Don’t worry, you can do it."|0|0|0|0|2|0|0|0|0|0
A2-22S0502FR|FR-22S0502|"But who else is there?"|0|0|0|0|0|0|0|0|0|0
A3-22S0502FR|FR-22S0502|"It’s okay to mess up."|0|0|0|0|0|0|0|0|3|0
A1-22S0701FR|FR-22S0701|Stick up for Ayane|0|0|0|0|2|0|0|0|0|0
A2-22S0701FR|FR-22S0701|Keep quiet|0|0|0|0|0|0|0|0|0|0
A1-22S0702FR|FR-22S0702|Comfort her|0|0|0|0|2|0|0|0|0|0
A2-22S0702FR|FR-22S0702|Pat her on the head|0|0|0|0|0|0|0|0|0|0
A3-22S0702FR|FR-22S0702|Hold her|0|0|0|0|0|0|0|0|0|0
A1-22S0801LV|FR-22S0801|Reveal your feelings for her|0|0|0|0|0|0|0|0|0|0
A2-22S0801FR|FR-22S0801|Change the subject|0|0|0|0|0|0|0|0|0|0
A1-22S0901LV|LV-22S0901|"Wanna go grab some food?"|0|0|0|0|0|0|0|0|0|0
A2-22S0901LV|LV-22S0901|"Wanna go out and have fun?"|0|0|0|0|0|0|0|0|0|0
A3-22S0901LV|LV-22S0901|"Wanna come to my house?"|0|0|0|0|0|5|0|0|0|0
A1-20110412D01ST|ST-20110412D01|"Nice to meet you all."|0|0|0|0|0|0|0|0|0|0
A2-20110412D01ST|ST-20110412D01|"… …"|0|0|0|0|0|0|0|0|0|0
A3-20110412D01ST|ST-20110412D01|"...You calling me a loser?"|2|0|0|0|0|0|0|0|0|0
A1-20110414D01ST|ST-20110414D01|"Where are we?"|0|0|0|0|0|0|0|0|0|0
A2-20110414D01ST|ST-20110414D01|"Are you guys okay?"|0|0|0|2|0|0|0|0|0|0
A3-20110414D01ST|ST-20110414D01|"Is this a dream?"|0|0|0|0|0|0|0|0|0|0
A1-20110415D01ST|ST-20110415D01|"I can’t leave it alone."|0|0|0|0|0|0|0|0|0|0
A2-20110415D01ST|ST-20110415D01|"This doesn’t involve me."|0|0|0|0|0|0|0|0|0|0
A3-20110415D01ST|ST-20110415D01|"I’m worried about Chie."|0|0|0|2|0|0|0|0|0|0
A1-20110427D01ST|ST-20110427D01|"Let’s give it some thought."|0|0|0|0|0|0|0|0|0|0
A2-20110427D01ST|ST-20110427D01|"Let’s call it a day."|0|0|0|2|0|0|0|0|0|0
A1-20110515D01ST|ST-20110515D01|"Chie."|0|0|0|0|0|0|0|0|0|0
A2-20110515D01ST|ST-20110515D01|"Yukiko."|0|0|0|0|0|0|0|0|0|0
A3-20110515D01ST|ST-20110515D01|"Both."|0|0|0|2|0|0|0|0|0|0
A4-20110515D01ST|ST-20110515D01|"Neither."|2|0|0|0|0|0|0|0|0|0
A1-20110608D01ST|ST-20110608D01|"Kitao from Sando Inc."|0|0|0|0|0|0|0|0|0|0
A2-20110608D01ST|ST-20110608D01|"Kitao from Santo Inc"|0|0|2|0|0|0|0|0|0|0
A3-20110608D01ST|ST-20110608D01|"Kitano from Sando Inc."|0|0|0|0|0|0|0|0|0|0
A1-20110608D02ST|ST-20110608D02|"Can it come in two months?"|0|0|0|0|2|0|0|0|0|0
A2-20110608D02ST|ST-20110608D02|"Can we reorder next month?"|0|0|0|0|0|0|0|0|0|0
A3-20110608D02ST|ST-20110608D02|"Can it come next month?"|0|0|0|0|0|0|0|0|0|0
A1-20110617D01ST|ST-20110617D01|Eat it|0|0|0|0|0|4|0|0|0|0
A2-20110617D01ST|ST-20110617D01|Decline the offer|0|0|0|0|0|0|0|0|0|0
A3-20110617D01ST|ST-20110617D01|Pretend to eat and discard it|0|0|0|0|0|0|0|0|0|0
A1-20110617D02ST|ST-20110617D02|"Don’t do this."|0|0|0|0|2|0|0|0|0|0
A2-20110617D02ST|ST-20110617D02|"Go get ‘em."|0|0|0|0|0|0|0|0|0|0
A3-20110617D02ST|ST-20110617D02|"Not my problem."|0|0|0|0|0|0|0|0|0|0
A1-20110622D01ST|ST-20110622D01|Recommend silken tofu|0|0|0|0|0|0|0|0|0|0
A2-20110622D01ST|ST-20110622D01|Recommend momen tofu|0|0|0|0|0|0|0|0|0|0
A3-20110622D01ST|ST-20110622D01|Recommend ganmodoki|0|0|0|0|0|0|0|0|0|0
A1-20110710D01ST|ST-20110710D01|"Got it."|0|0|0|0|0|0|0|0|0|0
A2-20110710D01ST|ST-20110710D01|"Leave it to me."|2|0|0|0|0|0|`|0|0|0
A3-20110710D01ST|ST-20110710D01|"If you put it that way…"|0|0|0|0|0|0|0|0|0|0
A1-20210710D02ST|ST-20110710D02|"Don’t worry."|0|0|0|0|0|0|0|0|0|0
A2-20210710D02ST|ST-20110710D02|"They’ll catch him."|0|0|0|0|0|0|0|0|0|0
A3-20210710D02ST|ST-20110710D02|"I’m here with you."|0|0|0|2|0|0|0|0|0|0
A1-20110723D01ST|ST-20110723D01|"My pen was on fire."|2|0|0|0|0|0|0|0|0|0
A2-20110723D01ST|ST-20110723D01|"Just you wait and see."|0|0|0|0|2|0|0|0|0|0
A3-20110723D01ST|ST-20110723D01|"I didn’t get a single one…"|2|0|0|0|0|0|0|0|0|0
A1-20210723D02ST|ST-20110723D02|"Don’t worry."|0|0|0|0|0|0|0|0|0|0
A2-20210723D02ST|ST-20110723D02|"They’ll catch him."|0|0|0|0|0|0|0|0|0|0
A3-20210723D02ST|ST-20110723D02|"I’ll protect you."|0|0|0|0|0|0|0|0|0|0
A1-20110820D01ST|ST-20110820D01|"You look cute in it."|0|0|0|0|0|0|0|0|0|0
A2-20110820D01ST|ST-20110820D01|"Just hang in there."|0|0|0|0|0|0|0|0|0|0
A1-20210820D02ST|ST-20110820D02|"You look great in it, Rise."|0|0|0|0|0|0|0|0|0|0
A2-20210820D02ST|ST-20110820D02|"You actually look sexy, Chie."|0|0|0|0|0|0|0|0|0|0
A3-20210820D02ST|ST-20110820D02|"It suits Yukiko the best."|0|0|0|0|0|0|0|0|0|0
A1-20110909D01ST|ST-20110909D01|"#1 rests on my lap."|0|0|0|0|0|0|0|0|0|0
A2-20110909D01ST|ST-20110909D01|"#2 sits on my lap."|0|0|0|0|0|0|0|0|0|0
